idx,emotion,text,val_ind,test_ind,train_ind
1931,"fear","I was in about Grade 7, I came home from school one day and was told that my mother had skin cancer and would have to go to the hospital straight away.",,4710.0,
1932,"anger",Brother provoked anger. It was when mother and father were away and we had to look after ourselves. He accused me of being selfish and a snob.,,7464.0,
1933,"sadness",Shifted from Melbourne to Brisbane. All my old school friends gave me a party and I had to say good-bye to them all.,,5099.0,
1934,"disgust",Was picking up my father from work and on passing through the Valley watched three prostitutes walk up and down waiting for someone to pick them up. Clothing was disgusting.,,2573.0,
1935,"shame",Had a very good friend. We grew apart I found myself running her down to other friends.,,1628.0,
1936,"guilt",Guilt after fighting with my sister (for) telling her how bad she was.,,7233.0,
1937,"joy","When I won the """"Under 18"""" Showjumping at the Brookfield Show. The competition was very stiff and there were many riders competing.",,6909.0,
1938,"fear","When I was on holiday, walking back to where I was staying, at night, and two men started closely following me. There was nobody around that I could run to.",,4751.0,
1939,"anger","When my mother and father split up I was angry: I felt deprived and """"different"""" from other children at school.",,4277.0,
1940,"sadness","I was terribly upset when my kitten got hit by a car. He didn't die, but for several weeks we thought he might have to be put down.",,4615.0,
1941,"disgust","When I heard that one of my good friends, when at a party, had got herself involved with some very undesirable characters and was experimenting with drugs.",,3953.0,
1942,"shame","When I hadn't studied for an exam, so I pretended to be sick so I wouldn't have to go to school. I lied to my mother - she realized I had been lying when she got home from work and found that I had been over to a friend's place.",,1106.0,
1943,"guilt","When I was young, I stole some money from my mother's purse. It wasn't very much, but I can remember when she found it gone I felt very guilty.",,5383.0,
1944,"joy",Day I received my T.E. score and acceptance into my chosen course. ,,6709.0,
1945,"fear",First day at University (I didn't know what to expect).,,2970.0,
1946,"anger","At a school dance when my supposed """"best friend"""" kept walking away from me whenever I came near her.",,6044.0,
1947,"sadness","At end of school - function to """"celebrate"""" ? Leaving friends who I'd known for up to 12 years.",,414.0,
1948,"disgust","While watching a film of an experimental operation on a cat's brain in which the cat had metal pieces protruding from its eyes, mouth etc. to keep the head stable while being cut open.",,5027.0,
1949,"shame","When my mother asked me to do a job for her which does not require much effort on my part, yet I refused for selfish reasons and saw her have to do it.",,4645.0,
1950,"guilt","After having been told not to take the car, I took it anyway and felt guilty about having taken it.",,3216.0,
1951,"joy","Eating biscuits and drinking Milo (Chocolate energy drink made with milk and usually drunk warm) with my friend at College. We get on really well, don't withold any feelings about each other's friends and are pretty good at cheering each other up when we are homesick.",,7222.0,
1952,"fear",Going to a disco by myself to wait for some friends. We had separated and hadn't planned where to meet. I wasn't sure if they were even going to this place so I felt very conscious of being alone.,,4420.0,
1953,"anger","A person ignored my advice, did not pay any attention to what was saying. She acted as though I wasn't even there. We were doing group work so everybody had the right to speak yet she just ignored me. She made me feel insignificant.",,6979.0,
1954,"sadness",A friend of mine is having psychiatric problems because of his mother's death ages ago. He is really quiet and because it relates back to his childhood I feel sadness for him. He doesn't lead a normal life and it just seems unfair.,,7032.0,
1955,"disgust","At school, when the only thing people my age could think of was getting rolling drunk. They couldn't have a good time without firstly getting drunk.",,5205.0,
1956,"shame",A girl I was with yelled something out to this group of guys I knew. It sounded really childish.,,6530.0,
1957,"guilt","I didn't tell my parents exacly what had made me so late in getting home one night. I left out some details and somehow, I felt I had lied to them.",,6341.0,
1958,"joy",Getting a good mark for a subject I had worked hard at but expected only a moderate mark.,,7025.0,
1959,"fear","When cleaning up a pile of junk under our house, a huge spider (a """"Jungle Spider"""") ran out near me. (I do not like even small spiders).",,2967.0,
1960,"anger","At the hardware store, trying to convert Imperial to Metric measurements, I made a mistake, and didn't buy enough tiles for the bathroom. I was angry at myself, because I hope to be a Maths teacher.",,920.0,
1961,"sadness",My father died last year after an 8-week severe illness.,,1014.0,
1962,"disgust","During the PY 102 film session on Tuesday, one of the films shown  was of an experiment on a live cat involving strapping it into a machine for possibly days, and doing things to its brain.",,7084.0,
1963,"shame",Several years ago I was caught riding the train without a ticket. The station-mistress treated me like a criminal almost.,,3326.0,
1964,"guilt","I was walking quite quickly and unthinking through a children's playground, when a toddler ran in front of me I knocked him over and he hit his head quite hard and began crying.",,2279.0,
1965,"joy",I got a good reaction from my tutor and tutorial group for a presentation I'd given that I was very worried about.,,5273.0,
1966,"fear","A man was yelling outside my window at 3.00 am, yelling threats, though not to me.",,6525.0,
1967,"anger","Going away for the weekend, leaving my College room open - when I returned several friends had had a party there, leaving the mess.",,6506.0,
1968,"sadness",Passing away of my father.,,5228.0,
1969,"disgust",At a party where the boys were telling revolting stories about the girls they'd been with.,,5575.0,
1970,"shame",Getting slightly intoxicated at the 1984 I.C.C. Ball.,,2275.0,
1971,"guilt",I felt guilty about going out when I should have been studying for a presentation I had to give on Wednesday the next week.,,1423.0,
1972,"joy",When I received the results from my final examination - Higher School Certificate - and received a mark that was beyond my wildest expectations.,,1272.0,
1973,"fear","Walking around the University at night by myself, having been previously warned of rapes, etc.",,6855.0,
1974,"anger","When I received the mark well above requirements for the course I wanted to enter, yet I was not accepted - anger at the injustice of it, because I didn't receive early release of H.S.C. marks.",,2769.0,
1975,"sadness","When I left all my friends at school (break up) knowing we would probably all go our separate ways, and none see one another for a long time.",,98.0,
1976,"disgust","At my father, when he yelled and accused my sister's friend (over the phone) of doing something he didn't do, or know anything about.",,2445.0,
1977,"shame","When I was little and didn't own up to placing a lolly on the varnish, this pulled it all off and I didn't admit my guilt.",,5351.0,
1978,"guilt","I felt guilty when I skipped a two hour practical class I knew I would miss out on more information which I did not know, but I couldn't cope with going.",,5613.0,
1979,"joy",Got through first semester University.,,7434.0,
1980,"fear",At the tender age of eleven a friend and I left a party and proceeded to walk through dark and secluded streets of a bad neighborhood to find a telephone (recent spate of Horror Movie watching had occurred).,,2189.0,
1981,"anger",In a situation whereby a friend's actions were deliberately against my wishes and (with) no regard to my feelings.,,2374.0,
1982,"sadness","I broke up with my boyfriend of seven months, but it was a very """"indepth"""" relationship and so after feelings of grief and loss were over I felt an immense sadness.",,2020.0,
1983,"disgust",A situation where I ignored my beliefs and principles for a trip of whimsy.,,5237.0,
1984,"shame",I bacame involved with a boy for a very brief moment not because I liked him but because I needed some sort of company. The consequences weren't as I expected and caused me much shame.,,4611.0,
1985,"guilt",Ignoring my parents'wishes.,,5483.0,
1986,"joy",Getting back with my boyfriend after a year away - apart.,,4160.0,
1987,"fear",Having my luggage checked at Customs.,,4579.0,
1988,"anger",When a friend wouldn't speak to me and wouldn't tell me why.,,305.0,
1989,"sadness",Thinking about friends overseas.,,3173.0,
1990,"disgust",Hearing of a filthy situation over the phone.,,2733.0,
1991,"shame",Sending pictures home when I'd put on so much weight.,,4322.0,
1992,"guilt",Borrowed someone else's towel without asking.,,1251.0,
1993,"joy","When I opened my TE Score envelope, and saw I got into Physiotherapy.",,5716.0,
1994,"fear",When I was bringing in the shopping and nearly stood on a snake.,,7056.0,
1995,"anger","When I was accused of """"bitching"""" about best friend.",,500.0,
1996,"sadness","At our Senior dinner - separated from school friends, nothing will ever be the same again.",,5265.0,
1997,"disgust",At a night club watching little tarts trying to earn a living.,,2766.0,
1998,"shame",When I was little - Mum caught me telling a lie about who broke the cup.,,3558.0,
1999,"guilt",When I used to tell Mum I was going somewhere else than where I was (going).,,1831.0,
2000,"joy",When my brothers had passed all of their exams and were able to  graduate from their courses.,,1198.0,
2001,"fear",When I was caught in an elevator and it got stuck between floors.,,2325.0,
2002,"anger",When I was put into a tennis team below my standard.,,1285.0,
2003,"sadness",When my father died.,,6742.0,
2004,"disgust",When I have seen people very drunk and making fools of themselves.,,6933.0,
2005,"shame",When my friends were rude to a girl. ,,3614.0,
2006,"guilt",When I was rude to my mother and got angry with her.,,590.0,
2007,"joy",When my present boyfriend asked me initially to go out with him I had waited a long time for this to occur.,,308.0,
2008,"fear","When somebody broke into our home one night when my mother was out, and my sister and I had just gone to bed.",,6602.0,
2009,"anger",When my sister lost my favourite jumper at a party and failed to tell me for several days after it happened.,,2901.0,
2010,"sadness","When my father passed away of cancer, I was extremely saddened. He was not very old, which made matters worse. The actual death was horrendous, but the moving funeral saddened me more so.",,819.0,
2011,"disgust","When walking along the beach with my boyfriend, we saw 2 people having sex on the sand dunes in full view of everyone. It was the fact that they chose that area in which to have sex, that disgusted me.",,999.0,
2012,"shame","When I told my sister I had slept with my boyfriend, and she at first was mad at me I then felt shame for this act, but not guilt.",,283.0,
2013,"disgust","I stayed at the Coast for a weekend with friends. My brother came to drive me home, but was rude, and in a hurry to rejoin his friends. I was embarrassed because the family involved was extremely nice, and hospitable to him.",,857.0,
2014,"shame","I allowed my then boyfriend to touch me, if only briefly.",,5625.0,
2015,"guilt",I ate 12 biscuits one night after tea while watching TV - I don't know why.,,2772.0,
2016,"joy","When I saw my brother in Church, and publically accept Jesus Christ as his saviour and Lord.",,420.0,
2017,"fear","I was seven years old and swimming outside the flags at the Gold Coast. I was caught in a rip and taken out about 100 m. I couldn't swim too well, but an older friend (17) swam out and saved me.",,6378.0,
2018,"anger","While at school I had to write an essay for doing something wrong that I didn't do. I wrote the essay about how I was mistreated and got Saturday morning detention along with a few other kids, but they didn't show up.",,2576.0,
2019,"sadness",When one of my closest friends died unexpectantly.,,5093.0,
2020,"disgust",When I saw a male engineer one year and came back to find he was now a female (I don't know it/them personally).,,2499.0,
2021,"shame","When Dad went to a Sports Day and was the only parent there, and he was cheering for us.",,5348.0,
2022,"guilt",We owned a shop and I used to serve in it occasionally. We sometimes took lollies out of the stand and Dad caught me one day.,,2405.0,
2023,"joy",On holidays - just driving along a road beautiful scenery. Just with my boyfriend - not really talking but just feeling overwhelmed.,,7236.0,
2024,"shame",Lying to a friend about something that was trivial.,,2313.0,
2025,"guilt","I had promised to do a task for someone that was close to me, and from the outset I knew it was important that I do it, but when it came to it, I let them down.",,5176.0,
2026,"joy",Good news about a sick relative.,,2759.0,
2027,"fear",Walking in the dark by myself.,,250.0,
2028,"anger","Getting terrible meals, but paying heaps for them.",,822.0,
2029,"sadness",When felt lonely about writing my family.,,6360.0,
2030,"disgust",Person talking about a situation while eating.,,7169.0,
2031,"shame",Felt it after I spoke terribly (got mad at) the person who is the most important in my life.,,2423.0,
2032,"guilt",Not giving up something for Lent.,,1776.0,
2033,"joy",When I received my TE Score and my acceptance from University - it had been a goal since I left the bank a year earlier.,,1095.0,
2034,"fear",Every time I see a spider or a snake.,,4567.0,
2035,"anger",My younger brother and I had been fighting over the TV/Video. He kept on turning it on and off every 2 seconds and was not listening to my authority and was being cheeky. We fought and I ended up in tears - he'd won.,,1225.0,
2036,"sadness",The first time I left home.,,6714.0,
2037,"disgust","On a camp - boys and girls in one cabin. One guy forced himself upon another girl and was having intercourse, while the girl in the bunk beneath was pretending to be asleep and not be ill.",,7221.0,
2038,"shame",When my new jeans split while I was with the youth group.,,3191.0,
2039,"guilt","When I was 17, I told Mum I came in at midnight, when really it was 3.30.",,3562.0,
2040,"joy",Can't remember specific event - besides just being moderately happy until a year or so ago.,,5115.0,
2041,"fear",Left alone in dark when young.,,2922.0,
2042,"anger",Can't remember exact example.,,7438.0,
2043,"sadness",Close relative is dying of cancer - found out last week.,,6529.0,
2044,"disgust","Doctors ignored relative who complained about pain, and is now dying of cancer.",,5936.0,
2045,"shame","One of my best friends'fiancT broke off the relationship because his feelings for me were stronger than for her. I felt the same for him, but did not really encourage him to leave her or stay with her - still felt shame.",,3170.0,
2046,"sadness",After the fact that made me ashamed I felt sadness.,,3758.0,
2047,"disgust",A person that eat half of a cockroach in a cake without knowing it.,,3963.0,
2048,"shame","A situation where we were the center of attention, and things happened without my control on them, that showed our disagreement, and ignorance.",,1199.0,
2049,"guilt",When I let a person assume a fault that I committed.,,1260.0,
2050,"joy","When finally I found a place to live, I felt relieved, predicting changes in my life, and I became happy.",,6433.0,
2051,"fear",When I dreamed that I was being attacked by a friend.,,2505.0,
2052,"anger",When I was left by the person I loved without any reason.,,1648.0,
2053,"sadness",To fight with a sister and to know that she doesn't care.,,4466.0,
2054,"disgust",To be kissed by soembody I didn't expect to.,,6467.0,
2055,"shame","A day when I was getting out of the shower I covered only the front part of my body with a towel (I was 7 years old), and I didn't see that my cousin was in the room.",,5243.0,
2056,"guilt",When I finished a love affair where I was responsible of the sad end.,,3853.0,
2057,"joy",I felt it when I received a letter telling that I had been classified in a national concourse of p... I felt happy and vanity about it.,,7454.0,
2058,"fear","I felt fear when once I was asleep and dreamed that I was dying asfixiated by a cardiac attack, I was afraid and woke up desperate. Altough I wasn't afraid of death I was afraid.",,5904.0,
2059,"anger",I feel it when I see that somebody is traying to made a stupid of me.,,1830.0,
2060,"sadness",I felt it when I was at home and saw a discussion without sense between my parents.,,2556.0,
2061,"disgust",When I see all the putridness of people. The fact is the catarrh and spits that whash the streets of S.Paulo.,,1454.0,
2062,"shame",I felt it when I felt that I was being observed as an object of pleasure (sexual) when I opened and took off a shirt in a classroom at P.V.C.,,96.0,
2063,"guilt",I felt it when playing I pushed my brother and he fell down cutting himself in pieces of tile.,,1035.0,
2064,"joy",When I asked my girlfriend to marry me.,,2323.0,
2065,"fear",When I almost drowned myself in the municipal swimming pool that I use to go almost not excaping.,,1773.0,
2066,"anger",I was with my girlfriend when some guys that I don't like made fuss at my girl.,,2415.0,
2067,"sadness",The death of my grandfather.,,1639.0,
2068,"disgust",To go through the underground way at suburb station of LAPA. Poor people and the ambulants badly dressed up in a passage badly kept.,,4711.0,
2069,"shame",In a fight with my girlfriend in a luncheonette where everybody stared at me in such a way that I had to leave it.,,3754.0,
2070,"guilt",I pointed a failure of a friend of mine.,,2918.0,
2071,"joy",When I met a friend that I hadn't seen for some time.,,3154.0,
2072,"fear",When I got in jungle where there was a great number of snakes.,,1513.0,
2073,"anger",When an unknown person provoked me verbaly and physically.,,52.0,
2074,"sadness",When my team lost a championship.,,5868.0,
2075,"disgust","A dirty person, smelling bad and unknown laying on me.",,6279.0,
2076,"shame",I confused a girl with another.,,3308.0,
2077,"guilt",Once when I complained I caused a great discussion between my parents.,,4610.0,
2078,"joy",When I began to date a boy with whom I am till now. This was 16 months ago.,,1163.0,
2079,"anger",I learned that my girlfriend had been unjustly missed from work.,,6342.0,
2080,"sadness",I got separated from the man I loved.,,142.0,
2081,"disgust",An acquaintance of mine revealed himself in a light unexpected to me.,,421.0,
2082,"shame",Once as a school girl I was copying at a class work and my teacher spotted me.,,4509.0,
2083,"guilt",I was in a sanatorium. In front of me a boy fell down from his invalid's chair. I could help him but I didn't. I felt like being paralysed.,,4328.0,
2084,"joy",When I took my entrance exams successfully and also when I got my school leaving certificate because the delivering ceremony was extremely official.,,3129.0,
2085,"fear",When I was to sit for my first entrance exam. I had fear of a possible failure.,,5280.0,
2086,"anger",I was indignant at the unimpartiality shown by the referees at the football match between Bulgaria and France.,,7257.0,
2087,"sadness",When I got separated from the man I loved so much.,,7428.0,
2088,"disgust","When I was watching some scenes from the Bertoluchi's film """"Twentieth Century"""".",,1675.0,
2089,"shame",When I was a school girl and I copied at a class work.,,1086.0,
2090,"guilt","When I have sometimes been unfair to my parents, when I have happened to deceive them over some trifling things.",,502.0,
2091,"joy",When I was admitted to the Sofia University.,,2336.0,
2092,"fear",When I come home late at night.,,4252.0,
2093,"anger","When I talk to silly, petty-minded and unmanageable people.",,6048.0,
2094,"sadness",When my friend (girl) went abroad for two years.,,4110.0,
2095,"disgust",When I happen to witness some sadistic acts.,,7457.0,
2096,"shame",When I have a plain appearance.,,5787.0,
2097,"guilt",When someone is accused or punished instead of me.,,5052.0,
2098,"joy",I was admitted to the University and a niece was born to me.,,2981.0,
2099,"fear",I was bitten by a dog.,,132.0,
2100,"anger",My grandfather's funeral.,,4360.0,
2101,"sadness",I was alone at home on New Year's Eve.,,6317.0,
2102,"disgust",I was on a walk with my child when I met a drunk woman.,,904.0,
2103,"shame",I was unaware that I had walked the streets in torn trousers.,,3544.0,
2104,"guilt",Once I worked as a designer. A fitter was hard hit in a damage that occurred at the building site I had designed.,,34.0,
2105,"joy",My admittance to the University.,,5989.0,
2106,"fear",A grenade blew out next to me.,,1688.0,
2107,"anger",An unjust calumny concerning me.,,5221.0,
2108,"sadness",Unrealisation of the desired profession (aviator).,,1799.0,
2109,"disgust",Disgust with a subordinate.,,5255.0,
2110,"shame",I lied to a friend.,,3438.0,
2111,"guilt",Betraying someone's trust.,,2717.0,
2112,"guilt",Friend's fiancT left her for me.,,5838.0,
2113,"joy",Winning Queensland Chess Championship.,,4570.0,
2114,"fear","When in a car accident where car was total wipe off (wipe out, or write off).",,4661.0,
2115,"anger",With self at losing an important game that I should have won.,,5320.0,
2116,"sadness",Death of grandfather (unexpected).,,7228.0,
2117,"disgust",Someone smoking on Electric train (Electric trains are non-smoking) with alcohol smell coming from person.  ,,4339.0,
2118,"shame",When bathing at surf beach & lost togs.,,3281.0,
2119,"guilt",Promising someone to do their job and then not being able to do it due to transport troubles.,,5812.0,
2120,"joy","Receiving a very personal letter from a lady that I like, which revealed that she was more enthusiastic about me than I had thought possible.",,2422.0,
2121,"fear",Introducing myself at a first tutorial this year at University.,,5557.0,
2122,"anger",I was angry at a University tutorial when an ignorant loudmouth persisted in trying to dominate the conversation.,,6138.0,
2123,"sadness","I left my home in Melbourne to come to Q'land to study and before I hopped in the car I hugged my mother and shook hands with my father. Sensing immediately my father's sadness, I also had a flood of the same emotion.",,297.0,
2124,"disgust","When one of my parents verbally, personally abused the other.",,2121.0,
2125,"shame","I felt something akin to shame after a heavy night of drinking, along with waking up with a woman I had just met whose husband was an epileptic. I was later to know that she knew my mother.",,4654.0,
2126,"guilt","I felt guilty about talking negatively, and agreeing with a person who was doing likewise, about a non-present third person.",,3024.0,
2127,"joy",Being in love for the first time.,,6047.0,
2128,"fear",As a child - stepping on a rusty nail - being told that I might get tetanus.,,7132.0,
2129,"anger","As a child - about 8 years old - walking across a paddock - being set upon by another boy who claimed it was """"his land"""" - being intimidated by the boy - crying, being punched, etc.",,2748.0,
2130,"sadness",As a child - having a dog - it getting a disease and dying.,,1039.0,
2131,"disgust",Being in a Malaysian city with my girlfriend coming out of a picture theatre - seeing her rush up to a taxi that a very old sick man was trying to get to. Seeing her take over the taxi.,,4198.0,
2132,"shame",As a child - being sent to the shop by mother - buying some chocolate - getting caught by mother.,,5634.0,
2133,"guilt",As a child - accidentally stepping on a pet guinea-pig - it dying.,,868.0,
2134,"joy","When I achieved my first 6 at University after a long string of 3's, 4's and 5's (7 is the highest mark awarded, 3 is a conceded pass).",,6289.0,
2135,"fear","One night going downstairs, and hearing a strong stirring of brances, which was not the wind.",,4424.0,
2136,"anger","I was informed by my flatmate that, when we'd moved into our flat, she'd expected us to buy our food separetely - this event actually happened some 5 months after our sharing began. Prior to this, she had said nothing.",,2664.0,
2137,"sadness","Having to decide on a termination of a pregnancy, after discussing it with friends, family and the man involved.",,1703.0,
2138,"disgust",When a friend didn't invite her own parents to her Graduation ceremony.,,7365.0,
2139,"shame","Saying something quite rude, but in jest, about a photograph of someone, but it didn't quite turn out that way.",,101.0,
2140,"guilt","When I was about 14 years old, I """"borrowed"""" a can of drink from the refrigerator, intending to replace it later that day. But it was found missing before I could do anything - no one owned up to its disappearance.",,6536.0,
2141,"joy","When I was a child, my beloved cat gave birth to four beautiful little kittens. Before she had them, she came up to me and I followed her out, then witnessed them being born.",,5209.0,
2142,"fear","On embarking on University life. I came from a different city and did not know anybody at the Uni. I was frightened because my well known and loved friends, also all my security had been taken away.",,4388.0,
2143,"anger","When my brothers were being cruel to my boyfriend, because his flat-mate bent back one of my brother's fingers. It wasn't his fault.",,3352.0,
2144,"sadness","Upon moving away from home for the first time to a different city, I felt no longer """"under the wing"""" of my parents even though they would always be there to help me. I felt a sense of loss, I was now all alone in the world, responsible for my own actions.",,6863.0,
2145,"disgust","I was sitting at a rock concert, listening to an extremely loud band. A tiny baby in a crawler had been left by his young mother, right out in the sun next to a speaker, and was screaming - probably in pain.",,6980.0,
2146,"shame","Because I was lazy and unthoughtful I did not get into contact with a very close friend when she shifted from the Gold Coast to Brisbane, for a month, despite her efforts to contact me. I felt shamed when I finally confronted her again.",,2006.0,
2147,"guilt","When I felt I had let my parents down, especially my mother, by having sexual intercourse for the first time, and a few times after that. Also, when I went on the Pill.",,3151.0,
2148,"joy","The weekend after I argued with my parents I went home again and they couldn't have been nicer. As soon as I walked in, Mum kissed me, then Dad, and thanked me for the birthday presents I'd left for him, including a very sentimental birthday card.",,2611.0,
2149,"fear","Before Uni started, I had to leave home and take up residence in Brisbane (the """"big smoke"""") leaving home, my family, and moving to such a big place was quite intimidating at first, and I was anxious about it.",,6437.0,
2150,"anger","My flatmate was asking questions about my relationship with my boyfriend, whether I wasn't treating him as unfairly as I claimed he'd been treating me. As a result, I was angered, and became defensive.",,2947.0,
2151,"sadness","A very close friend from Victoria visited me over the holidays. Having enjoyed his company immensely over 10 short days, I was overwhelmed by sadness when he left to return to Victoria.",,1982.0,
2152,"disgust","One of my flatmates and I came back to the flat Monday morning, to find a real Mess, left by the guy we share with.",,6307.0,
2153,"shame","First weekend back home after one week at Uni I scolded one of my sister's best friends for using our telephone. Very silly, but I was annoyed because she was there at a time when I needed to be with my family.",,781.0,
2154,"guilt","When my Bictorian """"friend"""" was staying at my house we ere going places together, and sleeping together. At the time I had a boyfriend locally. The first time I had to face him after sleeping with the guy from Melbourne I felt very guilty.",,6925.0,
2155,"joy","Joy of giving birth, and of sharing that joy with my husband. Moments of complete happiness and feelings of so much love.",,295.0,
2156,"fear","Attempted rape by 5 guys - held my arms behind my back and molested me, constantly threatening to beat me. Penetration did not occur as the driver of the car stopped that.",,5023.0,
2157,"anger","Anger at doctors for their treatment of me after giving birth. They left part of placenta behind and I bled heavily for twelve weeks - due to this, I felt weak and emotional, and they said I needed psychiatric treatment and give me no support.",,3021.0,
2158,"sadness","When my son was diagnosed as having CEREBRAL PALSY, at age 5. He would have to endure so much labelling, stigma and discrimination, even though his case was relatively mild.",,2463.0,
2159,"disgust",I have an adopted Aboriginal sister I felt disgust due to the racism she has been subjected to.,,1275.0,
2160,"guilt","When I decided my first marriage had ended, and left with the child. I felt overwhelmed by guilt as I was separating mother and child.",,3975.0,
2161,"joy","Receiving notification that I had made a successful application to the Speech Therapy course at Uni, gave me a very good feelig of achievment and joy.",,780.0,
2162,"anger","My ex-boyfriend began to date my best friend. After they had been seeing each other, I found out that he had been sleeping with another girl, without my friend knowing, I told my friend what he had been doing behind her back.",,222.0,
2163,"sadness","My mother left my father for his best friend, and he moved to Papua New Guinea. Despite the fact that I am closer to my father than to anyone else in my family, I had to move in with my mother, and say good-bye to my father, not knowing when I would see him again.",,4916.0,
2164,"disgust","When I discovered my mother had been having an affair with my father's best friend, and then ran away with him without even speaking to me about what she was doing letting me come home from school simply to find her gone. I was filled with disgust and contempt.",,481.0,
2165,"shame","I recently became sexually involved with my sister's lover. I care for him very much, but I am ashamed of the hurt I may cause her.",,3006.0,
2166,"guilt",I once stole a shirt from the Department Store in which I work. I have been promoted to work in a very privileged section of the store. Their belief in my integrity makes me feel even guiltier.,,4257.0,
2167,"joy",Seeing a close friend who had just returned from twelve months overseas.,,3654.0,
2168,"fear",Finding myself alone in a public toilet block with a man known to have had great psychological disturbances.,,3536.0,
2169,"anger","After seeing an """"uncertain"""" child work on a model for several hours, I watched a """"bully"""" of the same age destroy it, telling the child that it was worthless.",,6535.0,
2170,"sadness","Leaving home to move closer to University. As an oldest child, this experience was traumatic for both my parents and myself.",,6343.0,
2171,"disgust",Viewing the results of senseless vandalism to a local primary school.,,4244.0,
2172,"shame",I slept with a man purely because I found him physically attractive and was under the influence of alcohol.,,194.0,
2173,"guilt","Inventing a fictitious series of events, as a result of which I ended up in a conflict with my two closest friends.",,6826.0,
2174,"joy","When I finished my exams after 12th Grade, I was worried about getting a T.E. Score high enough for Physiotherapy. When I found that I had been accepted I was ecstatic, or more appropriately, could jump for joy.",,6668.0,
2175,"fear","When going for my driver's licence for the third time, because everything, it seemed, hinged on getting it. I was really nervous, and the testing Officer made me a little afraid as well. There were lots of things to worry about. I passed however.",,2027.0,
2176,"anger","When a so-called friend let me down, when she promised to tell me when a certain concert was occurring, and that she'd get me tickets. I was really looking forward to it. She did nothing, just told me out of the blue one day what a fantastic concert it was going to be.",,1053.0,
2177,"sadness",When my family heard that my Mother's cousin who lives in England wrote us to tell that he had cancer of the lymph glands.,,1337.0,
2178,"disgust","When I found out how the people of Ethiopia were starving and their government was spending millions on celebrating being in power so many years. Then I saw all these people on TV needing food, etc.",,2383.0,
2179,"shame","I went to visit Montrose home for crippled children to interview a handicapped child. I interviewed two boys and it went really well. I promised I would visit them, but never got the time. Now I hope they've forgotten me, but I feel ashamed of letting them down.",,6304.0,
2180,"guilt","I was driving my parents' car into a carpark in front of a shop we own, and scraped the corner of the front panel on the back corner of my father's utility. I didn't tell anyone, I lied about the bump (later I had to confess).",,7121.0,
2181,"joy","Two years ago, somebody I like very much wanted to give up his studies. I tried to make him understand the importance of what he was going to do, not only of the difficulty to find a job but also because he will decrease his culture etc. This person made the test to the college entrance examination and to our great joy we found out that he succeded in entering at the University.",,2158.0,
2182,"fear","One night, when I got out from the University I saw two strange people near my car. When I got near, they moved away, and then came close again. I had a feeling that they were assaulters. After I left I discovered that the windshield was broken.",,6843.0,
2183,"anger",One day in a crossroad somebody crashed my car. I got out and this person laughed at me. I felt such a great anger that I got in my car and went away.,,682.0,
2184,"sadness","I don't know why suddenly I thought that what I was feeling for my boyfriend was not really love. After almost three years being together, this matter of fact shaked me and I felt a great sorrow that I can call sadness.",,4230.0,
2185,"disgust",Returning home in the late afternoon I saw an indecent act made by a man with the purpose that I saw it.,,4957.0,
2186,"shame",In a school parting we agreed to go to a restaurant. We met at school and we separated us in several cars. My car broke and we arrived late. All those who already had arrived stand up and applauded us when we entered two hours late. All the restaurant attention was turned on us.,,5560.0,
2187,"guilt","When I was a little girl about eight years old I broke the bey from a closed. Mother asked who did it. I said that it wasn't me, as I almost never lied, and my brother did it more frequently in spite my brother denieing it my mother gave him a few slaps.",,4377.0,
2188,"joy",When I entered at the University.,,2011.0,
2189,"fear",One night I and my friends went to the cemetery. We stopped the car in front of the wall and suddenly the grave digger appeared over the wall looking like a ghost. I was already afraid and almost died.,,5692.0,
2190,"anger",When one teacher unjustly gave me zero in a test saying that I was cribbing.,,524.0,
2191,"sadness",When my grandmother died.,,2040.0,
2192,"disgust",I went to a restaurant with my boyfriend for dinner. There we saw a couple. the man of the couple was a negro and he hadn't manners for eat.,,5780.0,
2193,"shame",When the teacher asked me to read my composition that was the homework I stood up and invented one because I hadn't done it. A colleague saw that in my copy book there was nothing written and he accused me and so I was called in the director's room.,,5608.0,
2194,"guilt",When I took away my best friend's boyfriend.,,1765.0,
2195,"joy",When in the end of a semester I got the approval in a matter that I judged very difficult.,,6323.0,
2196,"fear",Crossing a street of several ways the cars began to move and I thought that I was going to be trampled.,,5852.0,
2197,"anger","I went to the school library and asked for a book, but the librarian told me that there wasn't such. However when an other colleague asked for it she gave it to him.",,6823.0,
2198,"sadness",Some colleagues decided to go out on a Saturday not inviting me to decide either the place nor the time.,,2718.0,
2199,"disgust",A teacher giving a test was called by a student by his first name. He (the teacher) said that he didn't give him this liberty.,,2869.0,
2200,"shame",One day in the intimity with my girlfriend I had an ejaculation.,,5963.0,
2201,"guilt",When I answered to my mother with rudeness.,,5020.0,
2202,"joy",The situation in which I felt happiest in my life was when I was with the person I love for the first time.,,2554.0,
2203,"fear",Fear of thief.,,5427.0,
2204,"anger",I feel anger when somebody forbids me to do something.,,4259.0,
2205,"sadness",I felt sad when I was despised by another person.,,1927.0,
2206,"disgust",I felt disgust of dirty.,,6549.0,
2207,"shame",Shame of not doing something well.,,2254.0,
2208,"guilt",I felt guilty when I couldn't help a person.,,5276.0,
2209,"joy","When I got through the examination for my driver licence, and when I finished I knew I had passed it.",,2393.0,
